method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,delay_A,delay_N,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,acquisition,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
Random Search,20260607,39,5,6,rs_r39_005_tl98_dt24_ge26_qr41_tau87,98,24,26,0.41,0.87,167.92,75.98,159.56,90.34,0.00,PASS,,recovery_detected,True,False,0,2714,0,27,,,,,,,,,,,,,,,,
Random Search,20260607,39,6,6,rs_r39_006_tl62_dt186_ge30_qr74_tau84,62,186,30,0.74,0.84,286.92,75.40,267.69,90.34,0.00,PASS,,recovery_detected,True,False,0,292,0,40,,,,,,,,,,,,,,,,
Random Search,20260607,40,1,6,rs_r40_001_tl53_dt89_ge20_qr64_tau77,53,89,20,0.64,0.77,350.92,93.20,327.49,90.34,0.00,PASS,,recovery_detected,True,False,0,637,0,54,,,,,,,,,,,,,,,,
Random Search,20260607,40,2,6,rs_r40_002_tl82_dt45_ge48_qr27_tau87,82,45,48,0.27,0.87,95.92,90.97,95.47,90.34,0.00,PASS,,recovery_detected,True,False,0,955,1,20,,,,,,,,,,,,,,,,
Random Search,20260607,40,3,6,rs_r40_003_tl38_dt142_ge34_qr29_tau76,38,142,34,0.29,0.76,302.92,84.76,283.09,90.34,0.00,PASS,,recovery_detected,True,False,0,370,1,38,,,,,,,,,,,,,,,,
Random Search,20260607,40,4,6,rs_r40_004_tl72_dt111_ge1_qr98_tau80,72,111,1,0.98,0.8,371.92,98.85,347.10,90.34,0.00,PASS,,recovery_detected,True,False,0,1087,0,119,,,,,,,,,,,,,,,,
Random Search,20260607,40,5,6,rs_r40_005_tl63_dt97_ge24_qr31_tau74,63,97,24,0.31,0.74,314.92,79.04,293.48,90.34,0.00,PASS,,recovery_detected,True,False,0,479,0,46,,,,,,,,,,,,,,,,
Random Search,20260607,40,6,6,rs_r40_006_tl15_dt182_ge39_qr10_tau76,15,182,39,0.1,0.76,177.92,80.36,169.05,90.34,0.00,PASS,,recovery_detected,True,False,0,419,1,30,,,,,,,,,,,,,,,,
Random Search,20260607,41,1,6,rs_r41_001_tl24_dt43_ge32_qr48_tau90,24,43,32,0.48,0.9,109.92,82.94,107.47,90.34,0.00,PASS,,recovery_detected,True,False,0,1371,0,26,,,,,,,,,,,,,,,,
Random Search,20260607,41,2,6,rs_r41_002_tl35_dt37_ge1_qr52_tau74,35,37,1,0.52,0.74,168.92,76.38,160.51,90.34,0.00,PASS,,recovery_detected,True,False,0,1746,0,61,,,,,,,,,,,,,,,,
Random Search,20260607,41,3,6,rs_r41_003_tl104_dt45_ge13_qr60_tau70,104,45,13,0.6,0.7,237.92,97.12,225.12,90.34,0.00,PASS,,recovery_detected,True,False,0,1376,0,47,,,,,,,,,,,,,,,,
Random Search,20260607,41,4,6,rs_r41_004_tl47_dt70_ge34_qr94_tau87,47,70,34,0.94,0.87,204.92,74.47,193.06,90.34,0.00,PASS,,recovery_detected,True,False,0,668,0,29,,,,,,,,,,,,,,,,
Random Search,20260607,41,5,6,rs_r41_005_tl28_dt196_ge30_qr20_tau72,28,196,30,0.2,0.72,319.92,84.81,298.55,90.34,0.00,PASS,,recovery_detected,True,False,0,462,1,41,,,,,,,,,,,,,,,,
Random Search,20260607,41,6,6,rs_r41_006_tl71_dt196_ge40_qr46_tau76,71,196,40,0.46,0.76,311.92,84.76,291.27,90.34,0.00,PASS,,recovery_detected,True,False,0,375,0,35,,,,,,,,,,,,,,,,
Random Search,20260607,42,1,6,rs_r42_001_tl31_dt54_ge10_qr46_tau77,31,54,10,0.46,0.77,177.92,87.52,169.70,90.34,0.00,PASS,,recovery_detected,True,False,0,1234,0,50,,,,,,,,,,,,,,,,
Random Search,20260607,42,2,6,rs_r42_002_tl109_dt206_ge0_qr99_tau70,109,206,0,0.99,0.7,286.92,94.08,269.39,90.34,0.00,PASS,,recovery_detected,True,False,0,980,0,107,,,,,,,,,,,,,,,,
Random Search,20260607,42,3,6,rs_r42_003_tl5_dt118_ge48_qr45_tau86,5,118,48,0.45,0.86,146.92,90.84,141.82,90.34,0.00,PASS,,recovery_detected,True,False,0,453,0,25,,,,,,,,,,,,,,,,
Random Search,20260607,42,4,6,rs_r42_004_tl97_dt43_ge18_qr5_tau72,97,43,18,0.05,0.72,274.92,102.06,259.21,90.34,0.00,PASS,,recovery_detected,True,False,0,1862,1,47,,,,,,,,,,,,,,,,
Random Search,20260607,42,5,6,rs_r42_005_tl74_dt141_ge7_qr58_tau83,74,141,7,0.58,0.83,352.92,92.03,329.20,90.34,0.00,PASS,,recovery_detected,True,False,0,792,0,81,,,,,,,,,,,,,,,,
Random Search,20260607,42,6,6,rs_r42_006_tl28_dt49_ge38_qr44_tau72,28,49,38,0.44,0.72,151.92,87.73,146.08,90.34,0.00,PASS,,recovery_detected,True,False,0,1282,0,24,,,,,,,,,,,,,,,,
Random Search,20260607,43,1,6,rs_r43_001_tl65_dt6_ge15_qr97_tau81,65,6,15,0.97,0.81,181.92,95.17,174.03,90.34,0.00,PASS,,recovery_detected,True,False,0,4138,0,20,,,,,,,,,,,,,,,,
Random Search,20260607,43,2,6,rs_r43_002_tl60_dt16_ge50_qr65_tau80,60,16,50,0.65,0.8,144.92,79.76,139.00,90.34,0.00,PASS,,recovery_detected,True,False,0,2859,0,17,,,,,,,,,,,,,,,,
Random Search,20260607,43,3,6,rs_r43_003_tl17_dt48_ge39_qr33_tau83,17,48,39,0.33,0.83,225.92,86.48,213.24,90.34,0.00,PASS,,recovery_detected,True,False,0,1197,0,30,,,,,,,,,,,,,,,,
Random Search,20260607,43,4,6,rs_r43_004_tl47_dt230_ge25_qr95_tau83,47,230,25,0.95,0.83,332.92,80.37,309.96,90.34,0.00,PASS,,recovery_detected,True,False,0,379,0,46,,,,,,,,,,,,,,,,
Random Search,20260607,43,5,6,rs_r43_005_tl121_dt158_ge28_qr79_tau70,121,158,28,0.79,0.7,298.92,78.16,278.85,90.34,0.00,PASS,,recovery_detected,True,False,0,291,0,42,,,,,,,,,,,,,,,,
Random Search,20260607,43,6,6,rs_r43_006_tl82_dt241_ge35_qr17_tau85,82,241,35,0.17,0.85,287.92,90.46,269.97,90.34,0.00,PASS,,recovery_detected,True,False,0,398,1,38,,,,,,,,,,,,,,,,
Random Search,20260607,44,1,6,rs_r44_001_tl83_dt98_ge2_qr16_tau79,83,98,2,0.16,0.79,403.92,90.38,375.42,90.34,0.00,PASS,,recovery_detected,True,False,0,1159,1,114,,,,,,,,,,,,,,,,
Random Search,20260607,44,2,6,rs_r44_002_tl70_dt167_ge26_qr39_tau88,70,167,26,0.39,0.88,202.92,77.82,191.55,90.34,0.00,PASS,,recovery_detected,True,False,0,289,0,36,,,,,,,,,,,,,,,,
Random Search,20260607,44,3,6,rs_r44_003_tl75_dt41_ge46_qr63_tau73,75,41,46,0.63,0.73,124.92,85.89,121.37,90.34,0.00,PASS,,recovery_detected,True,False,0,1275,0,20,,,,,,,,,,,,,,,,
Random Search,20260607,44,4,6,rs_r44_004_tl29_dt138_ge26_qr51_tau77,29,138,26,0.51,0.77,214.92,84.39,203.05,90.34,0.00,PASS,,recovery_detected,True,False,0,443,0,40,,,,,,,,,,,,,,,,
Random Search,20260607,44,5,6,rs_r44_005_tl26_dt235_ge32_qr54_tau79,26,235,32,0.54,0.79,262.92,84.10,246.66,90.34,0.00,PASS,,recovery_detected,True,False,0,431,0,36,,,,,,,,,,,,,,,,
Random Search,20260607,44,6,6,rs_r44_006_tl21_dt200_ge50_qr33_tau87,21,200,50,0.33,0.87,313.92,75.36,292.23,90.34,0.00,PASS,,recovery_detected,True,False,0,290,0,31,,,,,,,,,,,,,,,,
Random Search,20260607,45,1,6,rs_r45_001_tl56_dt6_ge41_qr60_tau88,56,6,41,0.6,0.88,180.92,92.55,172.89,90.34,0.00,PASS,,recovery_detected,True,False,0,4137,0,18,,,,,,,,,,,,,,,,
Random Search,20260607,45,2,6,rs_r45_002_tl101_dt102_ge19_qr27_tau71,101,102,19,0.27,0.71,285.92,99.51,268.97,90.34,0.00,PASS,,recovery_detected,True,False,0,436,1,51,,,,,,,,,,,,,,,,
Random Search,20260607,45,3,6,rs_r45_003_tl122_dt192_ge23_qr29_tau88,122,192,23,0.29,0.88,178.92,84.32,170.32,90.34,0.00,PASS,,recovery_detected,True,False,0,425,1,39,,,,,,,,,,,,,,,,
Random Search,20260607,45,4,6,rs_r45_004_tl105_dt182_ge0_qr99_tau76,105,182,0,0.99,0.76,273.92,94.26,257.59,90.34,0.00,PASS,,recovery_detected,True,False,0,867,0,102,,,,,,,,,,,,,,,,
Random Search,20260607,45,5,6,rs_r45_005_tl48_dt88_ge40_qr63_tau87,48,88,40,0.63,0.87,312.92,81.79,291.91,90.34,0.00,PASS,,recovery_detected,True,False,0,405,0,35,,,,,,,,,,,,,,,,
Random Search,20260607,45,6,6,rs_r45_006_tl74_dt117_ge4_qr19_tau87,74,117,4,0.19,0.87,299.92,93.59,281.16,90.34,0.00,PASS,,recovery_detected,True,False,0,797,1,85,,,,,,,,,,,,,,,,
Random Search,20260607,46,1,6,rs_r46_001_tl2_dt201_ge34_qr82_tau87,2,201,34,0.82,0.87,193.92,79.70,183.54,90.34,0.00,PASS,,recovery_detected,True,False,0,633,0,30,,,,,,,,,,,,,,,,
Random Search,20260607,46,2,6,rs_r46_002_tl23_dt19_ge27_qr96_tau80,23,19,27,0.96,0.8,172.92,79.75,164.45,90.34,0.00,PASS,,recovery_detected,True,False,0,2902,0,23,,,,,,,,,,,,,,,,
Random Search,20260607,46,3,6,rs_r46_003_tl88_dt148_ge43_qr85_tau85,88,148,43,0.85,0.85,272.92,80.52,255.43,90.34,0.00,PASS,,recovery_detected,True,False,0,251,0,33,,,,,,,,,,,,,,,,
Random Search,20260607,46,4,6,rs_r46_004_tl108_dt32_ge19_qr72_tau78,108,32,19,0.72,0.78,137.92,86.93,133.28,90.34,0.00,PASS,,recovery_detected,True,False,0,1733,0,31,,,,,,,,,,,,,,,,
Random Search,20260607,46,5,6,rs_r46_005_tl26_dt50_ge17_qr84_tau78,26,50,17,0.84,0.78,191.92,76.36,181.41,90.34,0.00,PASS,,recovery_detected,True,False,0,1481,0,40,,,,,,,,,,,,,,,,
Random Search,20260607,46,6,6,rs_r46_006_tl72_dt163_ge1_qr82_tau74,72,163,1,0.82,0.74,413.92,90.30,384.50,90.34,0.00,PASS,,recovery_detected,True,False,0,1289,0,124,,,,,,,,,,,,,,,,
Random Search,20260607,47,1,6,rs_r47_001_tl45_dt112_ge26_qr40_tau77,45,112,26,0.4,0.77,298.92,76.57,278.71,90.34,0.00,PASS,,recovery_detected,True,False,0,429,0,44,,,,,,,,,,,,,,,,
Random Search,20260607,47,2,6,rs_r47_002_tl109_dt119_ge50_qr46_tau86,109,119,50,0.46,0.86,400.92,78.81,371.64,90.34,0.00,PASS,,recovery_detected,True,False,0,220,0,34,,,,,,,,,,,,,,,,
Random Search,20260607,47,3,6,rs_r47_003_tl86_dt181_ge30_qr35_tau76,86,181,30,0.35,0.76,286.92,75.40,267.69,90.34,0.00,PASS,,recovery_detected,True,False,0,292,0,40,,,,,,,,,,,,,,,,
Random Search,20260607,47,4,6,rs_r47_004_tl52_dt122_ge1_qr44_tau82,52,122,1,0.44,0.82,308.92,91.39,289.14,90.34,0.00,PASS,,recovery_detected,True,False,0,1059,0,102,,,,,,,,,,,,,,,,
Random Search,20260607,47,5,6,rs_r47_005_tl36_dt108_ge2_qr77_tau78,36,108,2,0.77,0.78,302.92,92.28,283.77,90.34,0.00,PASS,,recovery_detected,True,False,0,1143,0,93,,,,,,,,,,,,,,,,
Random Search,20260607,47,6,6,rs_r47_006_tl23_dt37_ge38_qr22_tau87,23,37,38,0.22,0.87,114.92,91.04,112.75,90.34,0.00,PASS,,recovery_detected,True,False,0,1561,1,21,,,,,,,,,,,,,,,,
Random Search,20260607,48,1,6,rs_r48_001_tl55_dt86_ge30_qr5_tau75,55,86,30,0.05,0.75,154.92,85.90,148.65,90.34,0.00,PASS,,recovery_detected,True,False,0,287,1,32,,,,,,,,,,,,,,,,
Random Search,20260607,48,2,6,rs_r48_002_tl72_dt200_ge26_qr98_tau70,72,200,26,0.98,0.7,202.92,77.82,191.55,90.34,0.00,PASS,,recovery_detected,True,False,0,289,0,36,,,,,,,,,,,,,,,,
Random Search,20260607,48,3,6,rs_r48_003_tl101_dt63_ge12_qr5_tau78,101,63,12,0.05,0.78,325.92,103.26,305.68,90.34,0.00,PASS,,recovery_detected,True,False,0,1065,1,61,,,,,,,,,,,,,,,,
Random Search,20260607,48,4,6,rs_r48_004_tl11_dt141_ge34_qr9_tau70,11,141,34,0.09,0.7,289.92,91.21,271.86,90.34,0.00,PASS,,recovery_detected,True,False,0,509,1,36,,,,,,,,,,,,,,,,
Random Search,20260607,48,5,6,rs_r48_005_tl115_dt89_ge3_qr8_tau80,115,89,3,0.08,0.8,190.92,93.02,182.02,90.34,0.00,PASS,,recovery_detected,True,False,0,842,1,72,,,,,,,,,,,,,,,,
Random Search,20260607,48,6,6,rs_r48_006_tl25_dt146_ge15_qr36_tau80,25,146,15,0.36,0.8,189.92,92.48,181.06,90.34,0.00,PASS,,recovery_detected,True,False,0,470,0,47,,,,,,,,,,,,,,,,
Random Search,20260607,49,1,6,rs_r49_001_tl73_dt170_ge2_qr26_tau87,73,170,2,0.26,0.87,238.92,95.06,225.84,90.34,0.00,PASS,,recovery_detected,True,False,0,661,1,86,,,,,,,,,,,,,,,,
Random Search,20260607,49,2,6,rs_r49_002_tl49_dt224_ge23_qr86_tau76,49,224,23,0.86,0.76,266.92,79.61,249.89,90.34,0.00,PASS,,recovery_detected,True,False,0,417,0,46,,,,,,,,,,,,,,,,
Random Search,20260607,49,3,6,rs_r49_003_tl11_dt79_ge15_qr11_tau85,11,79,15,0.11,0.85,146.92,86.78,141.45,90.34,0.00,PASS,,recovery_detected,True,False,0,815,1,39,,,,,,,,,,,,,,,,
Random Search,20260607,49,4,6,rs_r49_004_tl30_dt183_ge44_qr76_tau78,30,183,44,0.76,0.78,192.92,82.00,182.84,90.34,0.00,PASS,,recovery_detected,True,False,0,273,0,25,,,,,,,,,,,,,,,,
Random Search,20260607,49,5,6,rs_r49_005_tl6_dt24_ge13_qr8_tau83,6,24,13,0.08,0.83,138.92,82.14,133.76,90.34,0.00,PASS,,recovery_detected,True,False,0,2554,1,29,,,,,,,,,,,,,,,,
Random Search,20260607,49,6,6,rs_r49_006_tl105_dt144_ge30_qr5_tau75,105,144,30,0.05,0.75,174.92,86.47,166.88,90.34,0.00,PASS,,recovery_detected,True,False,0,238,1,31,,,,,,,,,,,,,,,,
Random Search,20260607,50,1,6,rs_r50_001_tl44_dt117_ge22_qr50_tau70,44,117,22,0.5,0.7,310.92,93.00,291.11,90.34,0.00,PASS,,recovery_detected,True,False,0,425,0,51,,,,,,,,,,,,,,,,
Random Search,20260607,50,2,6,rs_r50_002_tl116_dt126_ge34_qr2_tau75,116,126,34,0.02,0.75,319.92,88.95,298.92,90.34,0.00,PASS,,recovery_detected,True,False,0,266,1,39,,,,,,,,,,,,,,,,
Random Search,20260607,50,3,6,rs_r50_003_tl95_dt111_ge26_qr47_tau85,95,111,26,0.47,0.85,324.92,78.56,302.52,90.34,0.00,PASS,,recovery_detected,True,False,0,482,0,44,,,,,,,,,,,,,,,,
Random Search,20260607,50,4,6,rs_r50_004_tl46_dt2_ge35_qr10_tau81,46,2,35,0.1,0.81,262.92,86.61,246.89,90.34,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,
Random Search,20260607,50,5,6,rs_r50_005_tl54_dt42_ge4_qr100_tau78,54,42,4,1.0,0.78,170.92,89.93,163.56,90.34,0.00,PASS,,recovery_detected,True,False,0,1896,0,53,,,,,,,,,,,,,,,,
Random Search,20260607,50,6,6,rs_r50_006_tl20_dt194_ge10_qr17_tau87,20,194,10,0.17,0.87,397.92,90.01,369.93,90.34,0.00,PASS,,recovery_detected,True,False,0,1195,1,81,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,1,6,cma_r01_001_tl34_dt25_ge1_qr76_tau84,34,25,1,0.76,0.84,158.92,73.97,151.20,151.20,0.00,PASS,,recovery_detected,True,False,0,2599,0,46,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,2,6,cma_r01_002_tl62_dt161_ge20_qr0_tau90,62,161,20,0.0,0.9,495.92,92.10,459.21,151.20,0.00,PASS,,recovery_detected,True,False,0,587,1,69,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,3,6,cma_r01_003_tl37_dt202_ge8_qr64_tau71,37,202,8,0.64,0.71,281.92,90.01,264.47,151.20,0.00,PASS,,recovery_detected,True,False,0,715,0,70,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,4,6,cma_r01_004_tl46_dt177_ge39_qr53_tau72,46,177,39,0.53,0.72,274.92,81.03,257.29,151.20,0.00,PASS,,recovery_detected,True,False,0,245,0,32,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,5,6,cma_r01_005_tl27_dt216_ge25_qr60_tau87,27,216,25,0.6,0.87,181.92,77.39,172.42,151.20,0.00,PASS,,recovery_detected,True,False,0,429,0,37,,,,,,,,,,,,,,,,
CMA-ES,20260607,1,6,6,cma_r01_006_tl96_dt196_ge43_qr0_tau75,96,196,43,0.0,0.75,217.92,82.47,205.61,151.20,0.00,PASS,,recovery_detected,True,False,0,273,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,1,6,cma_r02_001_tl52_dt120_ge13_qr79_tau82,52,120,13,0.79,0.82,309.92,89.75,289.90,151.20,0.00,PASS,,recovery_detected,True,False,0,579,0,62,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,2,6,cma_r02_002_tl10_dt50_ge12_qr90_tau84,10,50,12,0.9,0.84,182.92,80.87,173.64,151.20,0.00,PASS,,recovery_detected,True,False,0,1437,0,44,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,3,6,cma_r02_003_tl40_dt105_ge31_qr13_tau78,40,105,31,0.13,0.78,194.92,91.82,185.55,151.20,0.00,PASS,,recovery_detected,True,False,0,313,1,32,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,4,6,cma_r02_004_tl24_dt167_ge17_qr99_tau82,24,167,17,0.99,0.82,297.92,90.00,279.02,151.20,0.00,PASS,,recovery_detected,True,False,0,678,0,54,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,5,6,cma_r02_005_tl60_dt6_ge11_qr71_tau81,60,6,11,0.71,0.81,181.92,95.17,174.03,151.20,0.00,PASS,,recovery_detected,True,False,0,4138,0,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,2,6,6,cma_r02_006_tl52_dt1_ge20_qr49_tau72,52,1,20,0.49,0.72,264.92,89.58,248.98,151.20,0.00,PASS,,recovery_detected,True,False,0,4656,0,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,1,6,cma_r03_001_tl31_dt95_ge24_qr58_tau86,31,95,24,0.58,0.86,307.92,81.40,287.33,151.20,0.00,PASS,,recovery_detected,True,False,0,717,0,44,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,2,6,cma_r03_002_tl53_dt99_ge28_qr75_tau87,53,99,28,0.75,0.87,215.92,75.22,203.13,151.20,0.00,PASS,,recovery_detected,True,False,0,299,0,36,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,3,6,cma_r03_003_tl58_dt5_ge9_qr81_tau81,58,5,9,0.81,0.81,264.92,81.74,248.27,151.20,0.00,PASS,,recovery_detected,True,False,0,4853,0,21,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,4,6,cma_r03_004_tl2_dt119_ge9_qr88_tau86,2,119,9,0.88,0.86,232.92,77.37,218.78,151.20,0.00,PASS,,recovery_detected,True,False,0,847,0,57,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,5,6,cma_r03_005_tl76_dt23_ge28_qr99_tau82,76,23,28,0.99,0.82,177.92,75.87,168.64,151.20,0.00,PASS,,recovery_detected,True,False,0,2762,0,24,,,,,,,,,,,,,,,,
CMA-ES,20260607,3,6,6,cma_r03_006_tl64_dt60_ge28_qr19_tau80,64,60,28,0.19,0.8,157.92,84.31,151.23,151.20,0.00,PASS,,recovery_detected,True,False,0,731,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,1,6,cma_r04_001_tl45_dt81_ge19_qr79_tau78,45,81,19,0.79,0.78,380.92,93.97,354.83,151.20,0.00,PASS,,recovery_detected,True,False,0,733,0,58,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,2,6,cma_r04_002_tl61_dt142_ge49_qr59_tau76,61,142,49,0.59,0.76,302.92,79.03,282.57,151.20,0.00,PASS,,recovery_detected,True,False,0,347,0,31,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,3,6,cma_r04_003_tl30_dt9_ge30_qr21_tau82,30,9,30,0.21,0.82,145.92,82.38,140.14,140.14,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,4,6,cma_r04_004_tl53_dt95_ge29_qr47_tau86,53,95,29,0.47,0.86,266.92,80.06,249.93,140.14,0.00,PASS,,recovery_detected,True,False,0,608,0,38,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,5,6,cma_r04_005_tl35_dt74_ge29_qr84_tau90,35,74,29,0.84,0.9,283.92,85.81,265.91,140.14,0.00,PASS,,recovery_detected,True,False,0,527,0,39,,,,,,,,,,,,,,,,
CMA-ES,20260607,4,6,6,cma_r04_006_tl65_dt70_ge27_qr69_tau82,65,70,27,0.69,0.82,344.92,84.99,321.29,140.14,0.00,PASS,,recovery_detected,True,False,0,940,0,45,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,1,6,cma_r05_001_tl115_dt27_ge37_qr12_tau85,115,27,37,0.12,0.85,113.92,80.47,110.88,110.88,0.00,PASS,,recovery_detected,True,False,0,1713,1,19,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,2,6,cma_r05_002_tl20_dt0_ge30_qr24_tau78,20,0,30,0.24,0.78,268.92,85.66,252.26,110.88,0.00,PASS,,recovery_detected,True,False,0,408,1,40,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,3,6,cma_r05_003_tl31_dt77_ge29_qr0_tau80,31,77,29,0.0,0.8,188.92,83.82,179.37,110.88,0.00,PASS,,recovery_detected,True,False,0,497,1,36,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,4,6,cma_r05_004_tl48_dt120_ge42_qr55_tau81,48,120,42,0.55,0.81,281.92,79.19,263.49,110.88,0.00,PASS,,recovery_detected,True,False,0,366,0,31,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,5,6,cma_r05_005_tl24_dt1_ge17_qr76_tau88,24,1,17,0.76,0.88,264.92,89.58,248.98,110.88,0.00,PASS,,recovery_detected,True,False,0,4656,0,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,5,6,6,cma_r05_006_tl13_dt21_ge50_qr14_tau76,13,21,50,0.14,0.76,138.92,84.58,133.98,110.88,0.00,PASS,,recovery_detected,True,False,0,2529,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,1,6,cma_r06_001_tl61_dt24_ge28_qr36_tau88,61,24,28,0.36,0.88,177.92,82.54,169.25,110.88,0.00,PASS,,recovery_detected,True,False,0,2699,0,26,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,2,6,cma_r06_002_tl58_dt63_ge49_qr39_tau86,58,63,49,0.39,0.86,210.92,76.36,198.69,110.88,0.00,PASS,,recovery_detected,True,False,0,714,0,28,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,3,6,cma_r06_003_tl88_dt0_ge37_qr4_tau80,88,0,37,0.04,0.8,304.92,96.08,285.93,110.88,0.00,PASS,,recovery_detected,True,False,0,250,1,36,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,4,6,cma_r06_004_tl78_dt9_ge36_qr14_tau82,78,9,36,0.14,0.82,145.92,82.38,140.14,110.88,0.00,PASS,,recovery_detected,True,False,0,3030,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,5,6,cma_r06_005_tl38_dt2_ge48_qr8_tau86,38,2,48,0.08,0.86,262.92,86.61,246.89,110.88,0.00,PASS,,recovery_detected,True,False,0,4586,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,6,6,6,cma_r06_006_tl66_dt19_ge29_qr36_tau83,66,19,29,0.36,0.83,143.92,76.96,137.83,110.88,0.00,PASS,,recovery_detected,True,False,0,2735,0,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,1,6,cma_r07_001_tl117_dt25_ge19_qr17_tau75,117,25,19,0.17,0.75,93.92,79.96,92.65,92.65,0.00,PASS,,recovery_detected,True,False,0,1947,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,2,6,cma_r07_002_tl94_dt5_ge32_qr14_tau88,94,5,32,0.14,0.88,161.92,93.25,155.68,92.65,0.00,PASS,,recovery_detected,True,False,0,3229,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,3,6,cma_r07_003_tl55_dt40_ge24_qr28_tau86,55,40,24,0.28,0.86,169.92,87.97,162.47,92.65,0.00,PASS,,recovery_detected,True,False,0,1555,1,29,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,4,6,cma_r07_004_tl61_dt87_ge16_qr70_tau85,61,87,16,0.7,0.85,248.92,99.46,235.33,92.65,0.00,PASS,,recovery_detected,True,False,0,646,0,52,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,5,6,cma_r07_005_tl51_dt19_ge20_qr29_tau83,51,19,20,0.29,0.83,145.92,90.16,140.85,92.65,0.00,PASS,,recovery_detected,True,False,0,2772,1,20,,,,,,,,,,,,,,,,
CMA-ES,20260607,7,6,6,cma_r07_006_tl36_dt1_ge49_qr22_tau81,36,1,49,0.22,0.81,262.92,100.32,248.14,92.65,0.00,PASS,,recovery_detected,True,False,0,4598,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,1,6,cma_r08_001_tl118_dt53_ge17_qr1_tau75,118,53,17,0.01,0.75,230.92,87.42,217.87,92.65,0.00,PASS,,recovery_detected,True,False,0,1156,1,46,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,2,6,cma_r08_002_tl100_dt4_ge28_qr4_tau79,100,4,28,0.04,0.79,173.92,99.41,167.15,92.65,0.00,PASS,,recovery_detected,True,False,0,4119,1,18,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,3,6,cma_r08_003_tl75_dt0_ge24_qr11_tau81,75,0,24,0.11,0.81,278.92,91.27,261.86,92.65,0.00,PASS,,recovery_detected,True,False,0,303,1,44,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,4,6,cma_r08_004_tl121_dt13_ge38_qr25_tau75,121,13,38,0.25,0.75,158.92,85.95,152.29,92.65,0.00,PASS,,recovery_detected,True,False,0,2942,1,17,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,5,6,cma_r08_005_tl105_dt71_ge32_qr26_tau74,105,71,32,0.26,0.74,277.92,83.99,260.29,92.65,0.00,PASS,,recovery_detected,True,False,0,687,1,40,,,,,,,,,,,,,,,,
CMA-ES,20260607,8,6,6,cma_r08_006_tl100_dt38_ge6_qr8_tau76,100,38,6,0.08,0.76,141.92,85.48,136.79,92.65,0.00,PASS,,recovery_detected,True,False,0,1816,1,42,,,,,,,,,,,,,,,,
