method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score
BO,20260607,24,2,6,bo_r24_002_tl58_dt34_ge41_qr93_tau80,58,34,41,0.93,0.8,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,224.02,154.48,293.55,26.65,26.59,ei,,,23.49,6.87,4.66,5.73,4.80,23.49,9.89,23.49,9.24,3.15674396,5,0.881629
BO,20260607,24,3,6,bo_r24_003_tl112_dt35_ge40_qr80_tau81,112,35,40,0.8,0.81,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2237,1,17,236.79,130.20,343.38,25.73,25.72,ei,,,24.71,8.42,5.51,6.38,5.31,24.71,10.23,24.71,10.10,3.20734964,5,0.960344
BO,20260607,24,4,6,bo_r24_004_tl66_dt39_ge41_qr87_tau77,66,39,41,0.87,0.77,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2426,1,17,241.91,122.73,361.10,25.54,25.48,ei,,,21.66,6.60,4.41,5.39,4.44,21.66,8.94,21.66,8.57,3.07546850,5,0.847956
BO,20260607,24,5,6,bo_r24_005_tl56_dt42_ge41_qr100_tau76,56,42,41,1.0,0.76,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1491,0,22,256.10,114.31,397.89,23.40,23.34,ei,,,19.85,5.80,3.92,4.86,4.03,19.85,8.28,19.85,7.79,2.98842591,5,0.848313
BO,20260607,24,6,6,bo_r24_006_tl39_dt30_ge40_qr97_tau75,39,30,40,0.97,0.75,0.00,499.73,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2696,0,17,223.95,182.33,265.58,22.38,22.30,ei,,,17.86,4.94,3.38,4.30,3.54,17.86,7.42,17.86,6.91,2.88249419,5,0.798090
BO,20260607,25,1,6,bo_r25_001_tl40_dt34_ge40_qr85_tau73,40,34,40,0.85,0.73,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,222.94,142.61,303.26,29.30,29.17,ei,,,21.92,6.18,4.19,5.35,4.32,21.92,8.89,21.92,8.47,3.08730249,5,0.748027
BO,20260607,25,2,6,bo_r25_002_tl33_dt34_ge41_qr95_tau72,33,34,41,0.95,0.72,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,222.36,151.53,293.18,28.07,27.95,ei,,,21.08,5.75,3.93,5.08,4.12,21.08,8.63,21.08,8.10,3.04830926,5,0.750996
BO,20260607,25,3,6,bo_r25_003_tl101_dt36_ge41_qr94_tau86,101,36,41,0.94,0.86,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2225,0,19,233.84,136.18,331.49,25.63,25.63,ei,,,25.63,8.51,5.67,6.62,5.65,25.63,11.27,25.63,10.56,3.24363778,5,1.000000
BO,20260607,25,4,6,bo_r25_004_tl57_dt40_ge41_qr95_tau78,57,40,41,0.95,0.78,0.00,493.86,1000044.90,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2315,0,19,244.63,118.65,370.62,25.55,25.48,ei,,,21.99,6.44,4.35,5.37,4.48,21.99,9.20,21.99,8.64,3.09056807,5,0.860790
BO,20260607,25,5,6,bo_r25_005_tl47_dt31_ge40_qr100_tau77,47,31,40,1.0,0.77,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,223.02,171.22,274.82,24.54,24.47,ei,,,20.67,5.84,3.98,4.99,4.16,20.67,8.67,20.67,8.05,3.02860764,5,0.842179
BO,20260607,25,6,6,bo_r25_006_tl54_dt41_ge41_qr91_tau75,54,41,41,0.91,0.75,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1541,0,22,251.14,116.89,385.39,24.11,24.03,ei,,,19.58,5.75,3.87,4.82,3.95,19.58,8.06,19.58,7.67,2.97443320,5,0.812208
BO,20260607,26,1,6,bo_r26_001_tl59_dt37_ge40_qr95_tau74,59,37,40,0.95,0.74,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,231.44,123.88,339.01,29.00,28.91,ei,,,23.73,7.08,4.75,5.87,4.81,23.73,9.75,23.73,9.33,3.16675565,5,0.818205
BO,20260607,26,2,6,bo_r26_002_tl48_dt36_ge41_qr100_tau78,48,36,41,1.0,0.78,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2289,0,19,226.75,137.05,316.45,28.45,28.38,ei,,,24.38,6.90,4.71,5.88,4.92,24.38,10.27,24.38,9.51,3.19366401,5,0.856875
BO,20260607,26,3,6,bo_r26_003_tl49_dt38_ge40_qr94_tau80,49,38,40,0.94,0.8,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,235.90,119.66,352.14,28.17,28.10,ei,,,24.30,6.88,4.70,5.86,4.91,24.30,10.25,24.30,9.48,3.19048099,5,0.862542
BO,20260607,26,4,6,bo_r26_004_tl71_dt37_ge42_qr96_tau76,71,37,42,0.96,0.76,0.00,499.77,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2230,0,18,241.21,145.24,337.17,21.19,21.14,ei,,,18.48,5.69,3.80,4.60,3.82,18.48,7.66,18.48,7.34,2.91649395,5,0.871873
BO,20260607,26,5,6,bo_r26_005_tl58_dt40_ge42_qr96_tau79,58,40,42,0.96,0.79,0.00,493.87,1000044.90,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1682,0,21,253.41,129.81,377.01,20.93,20.88,ei,,,18.40,5.39,3.65,4.49,3.76,18.40,7.74,18.40,7.24,2.91251951,5,0.879338
BO,20260607,26,6,6,bo_r26_006_tl49_dt35_ge39_qr87_tau74,49,35,39,0.87,0.74,0.00,501.53,1000045.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2292,1,17,244.22,143.41,345.03,20.63,20.55,ei,,,16.04,4.65,3.13,3.94,3.20,16.04,6.54,16.04,6.25,2.77488066,5,0.777363
BO,20260607,27,1,6,bo_r27_001_tl53_dt34_ge40_qr87_tau70,53,34,40,0.87,0.7,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,222.47,143.01,301.93,29.48,29.35,ei,,,21.95,6.56,4.38,5.48,4.38,21.95,8.77,21.95,8.58,3.08859256,5,0.744492
BO,20260607,27,2,6,bo_r27_002_tl53_dt36_ge41_qr100_tau77,53,36,41,1.0,0.77,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2289,0,19,226.93,137.30,316.55,28.32,28.25,ei,,,24.22,6.99,4.75,5.89,4.91,24.22,10.15,24.22,9.49,3.18737254,5,0.855362
BO,20260607,27,3,6,bo_r27_003_tl61_dt32_ge40_qr91_tau71,61,32,40,0.91,0.71,0.00,490.82,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2800,0,19,220.75,162.03,279.48,27.35,27.25,ei,,,21.36,6.51,4.34,5.35,4.32,21.36,8.61,21.36,8.42,3.06135169,5,0.780851
BO,20260607,27,4,6,bo_r27_004_tl63_dt38_ge40_qr84_tau77,63,38,40,0.84,0.77,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2130,1,19,238.66,120.25,357.08,27.10,27.02,ei,,,22.55,6.82,4.56,5.60,4.60,22.55,9.28,22.55,8.90,3.11580507,5,0.832104
BO,20260607,27,5,6,bo_r27_005_tl10_dt38_ge41_qr83_tau79,10,38,41,0.83,0.79,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2514,1,17,239.28,125.90,352.67,25.75,25.64,ei,,,19.42,4.74,3.34,4.49,3.71,19.42,8.15,19.42,7.31,2.96655413,5,0.754396
BO,20260607,27,6,6,bo_r27_006_tl44_dt41_ge40_qr100_tau73,44,41,40,1.0,0.73,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1634,0,24,252.32,111.58,393.05,24.88,24.79,ei,,,19.64,5.55,3.77,4.77,3.91,19.64,8.10,19.64,7.62,2.97780427,5,0.789585
BO,20260607,28,1,6,bo_r28_001_tl40_dt36_ge40_qr97_tau71,40,36,40,0.97,0.71,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,227.19,128.23,326.14,29.93,29.81,ei,,,22.58,6.34,4.30,5.50,4.45,22.58,9.19,22.58,8.72,3.11696736,5,0.754246
BO,20260607,28,2,6,bo_r28_002_tl55_dt37_ge40_qr100_tau75,55,37,40,1.0,0.75,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,231.92,123.56,340.29,28.88,28.79,ei,,,24.07,7.03,4.75,5.89,4.87,24.07,9.99,24.07,9.44,3.18105833,5,0.833616
BO,20260607,28,3,6,bo_r28_003_tl72_dt33_ge40_qr100_tau71,72,33,40,1.0,0.71,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,223.50,151.02,295.97,27.53,27.44,ei,,,22.66,7.09,4.70,5.71,4.66,22.66,9.22,22.66,9.01,3.12042330,5,0.823031
BO,20260607,28,4,6,bo_r28_004_tl65_dt32_ge40_qr100_tau72,65,32,40,1.0,0.72,0.00,490.82,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2800,0,19,222.83,160.98,284.67,26.24,26.16,ei,,,21.54,6.57,4.39,5.38,4.40,21.54,8.81,21.54,8.51,3.07000980,5,0.821040
BO,20260607,28,5,6,bo_r28_005_tl112_dt34_ge41_qr97_tau82,112,34,41,0.97,0.82,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,233.24,148.59,317.89,23.40,23.40,ei,,,23.40,7.94,5.24,6.06,5.12,23.40,10.02,23.40,9.63,3.15294609,5,1.000000
BO,20260607,28,6,6,bo_r28_006_tl50_dt30_ge40_qr89_tau77,50,30,40,0.89,0.77,0.00,503.69,1000045.79,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2665,1,16,223.58,185.44,261.71,22.27,22.20,ei,,,18.30,5.28,3.57,4.46,3.68,18.30,7.59,18.30,7.15,2.90711238,5,0.821761
BO,20260607,29,1,6,bo_r29_001_tl51_dt36_ge40_qr92_tau74,51,36,40,0.92,0.74,0.00,491.08,1000044.64,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2466,0,20,227.24,129.29,325.20,29.71,29.60,ei,,,23.65,6.88,4.64,5.81,4.75,23.65,9.70,23.65,9.24,3.16331700,5,0.796117
BO,20260607,29,2,6,bo_r29_002_tl51_dt34_ge40_qr87_tau82,51,34,40,0.87,0.82,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,222.96,143.32,302.59,29.17,29.10,ei,,,25.45,7.26,4.95,6.15,5.16,25.45,10.75,25.45,9.96,3.23687918,5,0.872697
BO,20260607,29,3,6,bo_r29_003_tl35_dt38_ge40_qr100_tau72,35,38,40,1.0,0.72,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,236.18,118.31,354.06,28.35,28.23,ei,,,21.61,5.91,4.04,5.20,4.24,21.61,8.88,21.61,8.31,3.07324428,5,0.762379
BO,20260607,29,4,6,bo_r29_004_tl42_dt38_ge40_qr100_tau79,42,38,40,1.0,0.79,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,236.28,118.98,353.59,28.17,28.10,ei,,,24.02,6.63,4.55,5.74,4.82,24.02,10.16,24.02,9.32,3.17903317,5,0.852661
BO,20260607,29,5,6,bo_r29_005_tl41_dt39_ge40_qr89_tau74,41,39,40,0.89,0.74,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2101,1,19,241.59,116.51,366.67,26.91,26.80,ei,,,20.69,5.82,3.95,5.03,4.09,20.69,8.47,20.69,8.01,3.02985507,5,0.769073
BO,20260607,29,6,6,bo_r29_006_tl53_dt43_ge41_qr100_tau77,53,43,41,1.0,0.77,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1462,0,22,262.40,113.72,411.08,22.13,22.07,ei,,,18.88,5.45,3.70,4.59,3.83,18.88,7.91,18.88,7.39,2.93823040,5,0.853330
BO,20260607,30,1,6,bo_r30_001_tl43_dt35_ge40_qr97_tau79,43,35,40,0.97,0.79,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,224.36,135.31,313.40,29.91,29.83,ei,,,25.37,7.04,4.83,6.08,5.09,25.37,10.70,25.37,9.85,3.23354407,5,0.848229
BO,20260607,30,2,6,bo_r30_002_tl49_dt32_ge40_qr87_tau77,49,32,40,0.87,0.77,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2676,1,16,220.83,161.66,280.00,27.35,27.27,ei,,,22.28,6.41,4.34,5.43,4.48,22.28,9.22,22.28,8.69,3.10369270,5,0.814483
BO,20260607,30,3,6,bo_r30_003_tl50_dt31_ge40_qr97_tau79,50,31,40,0.97,0.79,0.00,491.89,1000044.72,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,222.22,173.20,271.25,24.78,24.73,ei,,,21.38,6.09,4.15,5.17,4.33,21.38,9.01,21.38,8.35,3.06250530,5,0.862671
BO,20260607,30,4,6,bo_r30_004_tl112_dt35_ge41_qr94_tau83,112,35,41,0.94,0.83,0.00,499.84,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2336,0,17,234.18,140.90,327.46,24.56,24.56,ei,,,24.56,8.35,5.51,6.37,5.39,24.56,10.55,24.56,10.12,3.20093161,5,1.000000
BO,20260607,30,5,6,bo_r30_005_tl40_dt32_ge41_qr100_tau71,40,32,41,1.0,0.71,0.00,495.78,1000045.07,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2907,0,18,223.63,169.77,277.49,24.37,24.27,ei,,,18.66,5.23,3.56,4.53,3.69,18.66,7.63,18.66,7.22,2.92652964,5,0.765857
BO,20260607,30,6,6,bo_r30_006_tl58_dt42_ge41_qr90_tau73,58,42,41,0.9,0.73,0.00,500.71,1000045.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1669,1,19,257.81,115.85,399.76,22.70,22.62,ei,,,18.05,5.42,3.62,4.49,3.65,18.05,7.35,18.05,7.10,2.89313652,5,0.795107
BO,20260607,31,1,6,bo_r31_001_tl48_dt33_ge40_qr100_tau79,48,33,40,1.0,0.79,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,221.95,151.37,292.53,28.32,28.26,ei,,,24.51,6.91,4.72,5.90,4.95,24.51,10.36,24.51,9.56,3.19928142,5,0.865496
BO,20260607,31,2,6,bo_r31_002_tl111_dt36_ge40_qr89_tau76,111,36,40,0.89,0.76,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2190,1,19,235.74,126.63,344.85,26.83,26.79,ei,,,24.81,8.53,5.57,6.45,5.32,24.81,10.15,24.81,10.14,3.21124559,5,0.924756
BO,20260607,31,3,6,bo_r31_003_tl64_dt39_ge40_qr88_tau80,64,39,40,0.88,0.8,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2101,1,19,242.61,116.94,368.29,26.50,26.45,ei,,,23.23,6.95,4.68,5.72,4.77,23.23,9.72,23.23,9.17,3.14524899,5,0.876312
BO,20260607,31,4,6,bo_r31_004_tl66_dt40_ge41_qr88_tau73,66,40,41,0.88,0.73,0.00,500.37,1000045.49,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1685,1,19,246.80,119.48,374.12,24.75,24.67,ei,,,19.95,6.16,4.09,5.01,4.07,19.95,8.10,19.95,7.90,2.99336317,5,0.806066
BO,20260607,31,5,6,bo_r31_005_tl37_dt41_ge41_qr85_tau72,37,41,41,0.85,0.72,0.00,501.54,1000045.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1667,1,19,253.18,117.91,388.44,23.38,23.27,ei,,,17.13,4.79,3.25,4.18,3.35,17.13,6.92,17.13,6.60,2.84081792,5,0.732554
BO,20260607,31,6,6,bo_r31_006_tl47_dt42_ge40_qr91_tau76,47,42,40,0.91,0.76,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1637,0,24,259.07,112.01,406.13,23.18,23.11,ei,,,18.70,5.33,3.62,4.55,3.74,18.70,7.73,18.70,7.28,2.92830125,5,0.806387
BO,20260607,32,1,6,bo_r32_001_tl60_dt35_ge40_qr100_tau73,60,35,40,1.0,0.73,0.00,490.65,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2464,0,20,225.42,135.33,315.51,29.39,29.30,ei,,,24.15,7.22,4.85,5.98,4.91,24.15,9.93,24.15,9.51,3.18442292,5,0.821683
BO,20260607,32,2,6,bo_r32_002_tl52_dt37_ge40_qr94_tau74,52,37,40,0.94,0.74,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,231.15,123.82,338.47,29.13,29.03,ei,,,23.38,6.82,4.60,5.74,4.70,23.38,9.61,23.38,9.14,3.15190767,5,0.802524
BO,20260607,32,3,6,bo_r32_003_tl44_dt33_ge40_qr100_tau81,44,33,40,1.0,0.81,0.00,490.34,1000044.58,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2805,0,19,222.00,151.05,292.94,28.35,28.29,ei,,,24.95,6.90,4.74,5.95,5.03,24.95,10.63,24.95,9.70,3.21671811,5,0.879906
BO,20260607,32,4,6,bo_r32_004_tl57_dt31_ge40_qr85_tau77,57,31,40,0.85,0.77,0.00,500.24,1000045.48,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2685,1,16,222.74,171.28,274.21,24.71,24.63,ei,,,20.39,6.04,4.06,5.03,4.13,20.39,8.41,20.39,8.01,3.01500294,5,0.825152
BO,20260607,32,5,6,bo_r32_005_tl50_dt40_ge40_qr70_tau71,50,40,40,0.7,0.71,0.00,498.56,1000045.32,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2179,1,19,258.01,117.98,398.03,22.23,22.12,ei,,,15.72,4.71,3.13,3.95,3.11,15.72,6.17,15.72,6.13,2.75503739,5,0.707259
BO,20260607,32,6,6,bo_r32_006_tl55_dt36_ge39_qr97_tau80,55,36,39,0.97,0.8,0.00,490.80,1000044.62,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2551,0,23,247.65,137.74,357.55,20.80,20.76,ei,,,18.27,5.27,3.58,4.43,3.72,18.27,7.72,18.27,7.16,2.90546516,5,0.878456
BO,20260607,33,1,6,bo_r33_001_tl60_dt34_ge40_qr90_tau75,60,34,40,0.9,0.75,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,222.42,143.50,301.34,29.42,29.32,ei,,,24.12,7.23,4.85,5.98,4.90,24.12,9.91,24.12,9.50,3.18311015,5,0.819973
BO,20260607,33,2,6,bo_r33_002_tl33_dt37_ge40_qr100_tau73,33,37,40,1.0,0.73,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,231.79,122.36,341.22,29.17,29.05,ei,,,22.46,6.07,4.17,5.38,4.40,22.46,9.28,22.46,8.63,3.11156842,5,0.769875
BO,20260607,33,3,6,bo_r33_003_tl41_dt38_ge40_qr92_tau73,41,38,40,0.92,0.73,0.00,490.49,1000044.59,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2438,0,21,235.79,119.37,352.20,28.27,28.16,ei,,,21.65,6.09,4.13,5.26,4.28,21.65,8.85,21.65,8.38,3.07477873,5,0.765563
BO,20260607,33,4,6,bo_r33_004_tl54_dt38_ge41_qr94_tau75,54,38,41,0.94,0.75,0.00,493.72,1000044.88,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2408,0,19,234.34,126.01,342.66,27.47,27.38,ei,,,22.53,6.60,4.45,5.53,4.55,22.53,9.31,22.53,8.83,3.11489583,5,0.820279
BO,20260607,33,5,6,bo_r33_005_tl88_dt37_ge41_qr91_tau85,88,37,41,0.91,0.85,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2223,0,19,234.90,131.08,338.72,26.24,26.24,ei,,,25.92,8.14,5.45,6.45,5.48,25.92,11.03,25.92,10.41,3.25518978,5,0.987878
BO,20260607,33,6,6,bo_r33_006_tl49_dt39_ge41_qr87_tau75,49,39,41,0.87,0.75,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2426,1,17,240.99,122.69,359.29,25.84,25.75,ei,,,20.51,5.94,4.01,5.03,4.11,20.51,8.42,20.51,8.00,3.02101511,5,0.793702
BO,20260607,34,1,6,bo_r34_001_tl57_dt35_ge41_qr94_tau80,57,35,41,0.94,0.8,0.00,499.84,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2336,0,17,225.04,145.78,304.30,27.65,27.60,ei,,,24.39,7.11,4.82,5.94,4.98,24.39,10.28,24.39,9.58,3.19398953,5,0.881841
BO,20260607,34,2,6,bo_r34_002_tl47_dt34_ge41_qr99_tau75,47,34,41,0.99,0.75,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2340,0,17,222.90,152.82,292.97,27.55,27.46,ei,,,22.59,6.43,4.37,5.48,4.53,22.59,9.39,22.59,8.80,3.11767614,5,0.820158
BO,20260607,34,3,6,bo_r34_003_tl96_dt36_ge41_qr93_tau77,96,36,41,0.93,0.77,0.00,499.89,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2289,0,19,232.38,135.97,328.79,26.24,26.20,ei,,,24.15,7.95,5.24,6.16,5.11,24.15,9.98,24.15,9.76,3.18408473,5,0.920146
BO,20260607,34,4,6,bo_r34_004_tl59_dt35_ge41_qr81_tau89,59,35,41,0.81,0.89,0.00,499.17,1000045.38,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2318,1,16,230.77,144.43,317.11,25.25,25.23,ei,,,24.07,6.95,4.74,5.80,4.96,24.07,10.36,24.07,9.48,3.18111356,5,0.953436
BO,20260607,34,5,6,bo_r34_005_tl17_dt44_ge41_qr100_tau78,17,44,41,1.0,0.78,0.00,494.01,1000044.91,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1465,0,22,269.56,113.35,425.76,20.80,20.73,ei,,,16.55,4.13,2.91,3.84,3.21,16.55,7.02,16.55,6.28,2.80651308,5,0.795737
BO,20260607,34,6,6,bo_r34_006_tl74_dt34_ge42_qr88_tau80,74,34,42,0.88,0.8,0.00,499.91,1000045.45,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2348,1,16,238.30,169.44,307.16,17.30,17.27,ei,,,15.62,4.82,3.23,3.88,3.25,15.62,6.54,15.62,6.22,2.74876949,5,0.903236
BO,20260607,35,1,6,bo_r35_001_tl24_dt37_ge40_qr86_tau88,24,37,40,0.86,0.88,0.00,499.96,1000045.45,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2351,1,16,233.89,123.52,344.26,28.13,28.07,ei,,,24.87,6.34,4.46,5.75,4.93,24.87,10.79,24.87,9.53,3.21381890,5,0.884199
BO,20260607,35,2,6,bo_r35_002_tl41_dt36_ge41_qr90_tau77,41,36,41,0.9,0.77,0.00,496.63,1000045.15,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2511,1,17,227.35,137.77,316.94,28.04,27.94,ei,,,22.67,6.32,4.32,5.47,4.52,22.67,9.43,22.67,8.79,3.12112336,5,0.808594
BO,20260607,35,3,6,bo_r35_003_tl55_dt35_ge41_qr100_tau77,55,35,41,1.0,0.77,0.00,499.84,1000045.44,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2336,0,17,224.80,144.98,304.61,27.92,27.85,ei,,,24.00,6.98,4.73,5.85,4.88,24.00,10.06,24.00,9.41,3.17793596,5,0.859446
BO,20260607,35,4,6,bo_r35_004_tl62_dt37_ge40_qr79_tau71,62,37,40,0.79,0.71,0.00,502.50,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2144,1,19,236.40,124.17,348.64,27.09,26.97,ei,,,20.38,6.32,4.18,5.16,4.11,20.38,8.09,20.38,8.04,3.01466579,5,0.752497
BO,20260607,35,5,6,bo_r35_005_tl69_dt41_ge40_qr100_tau73,69,41,40,1.0,0.73,0.00,489.71,1000044.52,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1634,0,24,253.06,112.04,394.08,24.60,24.53,ei,,,20.59,6.34,4.22,5.15,4.22,20.59,8.45,20.59,8.16,3.02483700,5,0.837018
BO,20260607,35,6,6,bo_r35_006_tl32_dt35_ge42_qr100_tau77,32,35,42,1.0,0.77,0.00,499.77,1000045.43,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2292,0,17,233.44,158.39,308.50,21.40,21.33,ei,,,17.53,4.69,3.24,4.16,3.47,17.53,7.38,17.53,6.74,2.86376396,5,0.819058
BO,20260607,36,1,6,bo_r36_001_tl65_dt34_ge40_qr86_tau77,65,34,40,0.86,0.77,0.00,502.44,1000045.68,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2244,1,17,223.85,142.81,304.89,28.80,28.72,ei,,,24.24,7.36,4.93,6.02,4.96,24.24,10.00,24.24,9.59,3.18807543,5,0.841860
BO,20260607,36,2,6,bo_r36_002_tl64_dt37_ge40_qr99_tau74,64,37,40,0.99,0.74,0.00,490.62,1000044.60,245.52,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2443,0,21,232.19,123.75,340.63,28.74,28.66,ei,,,24.06,7.27,4.87,5.97,4.91,24.06,9.92,24.06,9.50,3.18059729,5,0.837292
