input_method,input_seed,input_round,input_parameter_id,input_t_lead,input_delta_T_thr,input_G_ext,input_Q_ratio,input_tau,output_delay_A_sec,output_delay_N_sec,weight_A,weight_N,weight_ratio,score,measured_T_free_EMV_sec,measured_T_actual_EMV_sec,measured_d_EMV_sec,measured_d_veh_sec,measured_general_mean_travel_time_sec,stage2_on_count,stage3_on_count
Random Search,20260607,25,rs_r25_005_tl104_dt99_ge7_qr69_tau87,104,99,7,0.69,0.87,279.92,91.43,10.00,1.00,10:1,262.78,,,279.92,91.43,,0,72
Random Search,20260607,25,rs_r25_006_tl35_dt181_ge6_qr17_tau85,35,181,6,0.17,0.85,0.00,81.40,10.00,1.00,10:1,7.40,,,0.00,81.40,,0,0
Random Search,20260607,26,rs_r26_001_tl4_dt114_ge49_qr71_tau86,4,114,49,0.71,0.86,116.92,83.08,10.00,1.00,10:1,113.84,,,116.92,83.08,,0,20
Random Search,20260607,26,rs_r26_002_tl34_dt160_ge6_qr44_tau85,34,160,6,0.44,0.85,278.92,95.84,10.00,1.00,10:1,262.28,,,278.92,95.84,,0,78
Random Search,20260607,26,rs_r26_003_tl88_dt217_ge12_qr81_tau86,88,217,12,0.81,0.86,0.00,83.40,10.00,1.00,10:1,7.58,,,0.00,83.40,,0,0
Random Search,20260607,26,rs_r26_004_tl7_dt10_ge17_qr52_tau77,7,10,17,0.52,0.77,161.92,83.15,10.00,1.00,10:1,154.76,,,161.92,83.15,,0,19
Random Search,20260607,26,rs_r26_005_tl116_dt243_ge42_qr68_tau76,116,243,42,0.68,0.76,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
Random Search,20260607,26,rs_r26_006_tl106_dt198_ge45_qr1_tau84,106,198,45,0.01,0.84,232.92,85.13,10.00,1.00,10:1,219.48,,,232.92,85.13,,1,29
Random Search,20260607,27,rs_r27_001_tl86_dt11_ge47_qr62_tau84,86,11,47,0.62,0.84,161.92,86.17,10.00,1.00,10:1,155.03,,,161.92,86.17,,0,17
Random Search,20260607,27,rs_r27_002_tl35_dt127_ge29_qr77_tau72,35,127,29,0.77,0.72,257.92,77.48,10.00,1.00,10:1,241.52,,,257.92,77.48,,0,39
Random Search,20260607,27,rs_r27_003_tl104_dt39_ge49_qr16_tau70,104,39,49,0.16,0.7,114.92,97.33,10.00,1.00,10:1,113.32,,,114.92,97.33,,1,18
Random Search,20260607,27,rs_r27_004_tl86_dt178_ge21_qr95_tau75,86,178,21,0.95,0.75,373.92,85.87,10.00,1.00,10:1,347.73,,,373.92,85.87,,0,57
Random Search,20260607,27,rs_r27_005_tl104_dt40_ge9_qr57_tau81,104,40,9,0.57,0.81,233.92,76.38,10.00,1.00,10:1,219.60,,,233.92,76.38,,0,53
Random Search,20260607,27,rs_r27_006_tl93_dt47_ge41_qr15_tau81,93,47,41,0.15,0.81,159.92,89.59,10.00,1.00,10:1,153.53,,,159.92,89.59,,1,24
Random Search,20260607,28,rs_r28_001_tl83_dt106_ge34_qr55_tau70,83,106,34,0.55,0.7,264.92,93.66,10.00,1.00,10:1,249.35,,,264.92,93.66,,0,34
Random Search,20260607,28,rs_r28_002_tl7_dt238_ge32_qr2_tau85,7,238,32,0.02,0.85,269.92,95.68,10.00,1.00,10:1,254.08,,,269.92,95.68,,1,38
Random Search,20260607,28,rs_r28_003_tl4_dt236_ge18_qr31_tau70,4,236,18,0.31,0.7,286.92,82.77,10.00,1.00,10:1,268.36,,,286.92,82.77,,0,52
Random Search,20260607,28,rs_r28_004_tl83_dt35_ge4_qr82_tau86,83,35,4,0.82,0.86,137.92,75.84,10.00,1.00,10:1,132.28,,,137.92,75.84,,0,47
Random Search,20260607,28,rs_r28_005_tl35_dt25_ge35_qr41_tau81,35,25,35,0.41,0.81,138.92,77.81,10.00,1.00,10:1,133.36,,,138.92,77.81,,0,19
Random Search,20260607,28,rs_r28_006_tl63_dt195_ge14_qr81_tau88,63,195,14,0.81,0.88,334.92,84.64,10.00,1.00,10:1,312.17,,,334.92,84.64,,0,62
Random Search,20260607,29,rs_r29_001_tl95_dt34_ge3_qr39_tau85,95,34,3,0.39,0.85,153.92,75.34,10.00,1.00,10:1,146.78,,,153.92,75.34,,0,48
Random Search,20260607,29,rs_r29_002_tl87_dt43_ge37_qr35_tau80,87,43,37,0.35,0.8,208.92,81.53,10.00,1.00,10:1,197.34,,,208.92,81.53,,0,32
Random Search,20260607,29,rs_r29_003_tl93_dt151_ge48_qr19_tau73,93,151,48,0.19,0.73,274.92,82.51,10.00,1.00,10:1,257.43,,,274.92,82.51,,1,30
Random Search,20260607,29,rs_r29_004_tl61_dt125_ge40_qr50_tau85,61,125,40,0.5,0.85,282.92,88.83,10.00,1.00,10:1,265.28,,,282.92,88.83,,0,33
Random Search,20260607,29,rs_r29_005_tl33_dt201_ge46_qr85_tau84,33,201,46,0.85,0.84,214.92,81.40,10.00,1.00,10:1,202.78,,,214.92,81.40,,0,28
Random Search,20260607,29,rs_r29_006_tl67_dt198_ge39_qr4_tau90,67,198,39,0.04,0.9,319.92,93.22,10.00,1.00,10:1,299.31,,,319.92,93.22,,1,38
Random Search,20260607,30,rs_r30_001_tl70_dt241_ge27_qr55_tau76,70,241,27,0.55,0.76,226.92,75.03,10.00,1.00,10:1,213.11,,,226.92,75.03,,0,39
Random Search,20260607,30,rs_r30_002_tl95_dt192_ge48_qr10_tau76,95,192,48,0.1,0.76,274.92,82.51,10.00,1.00,10:1,257.43,,,274.92,82.51,,1,30
Random Search,20260607,30,rs_r30_003_tl91_dt95_ge7_qr23_tau82,91,95,7,0.23,0.82,348.92,101.84,10.00,1.00,10:1,326.46,,,348.92,101.84,,1,84
Random Search,20260607,30,rs_r30_004_tl14_dt19_ge28_qr46_tau83,14,19,28,0.46,0.83,144.92,77.87,10.00,1.00,10:1,138.82,,,144.92,77.87,,0,20
Random Search,20260607,30,rs_r30_005_tl59_dt106_ge44_qr67_tau74,59,106,44,0.67,0.74,248.92,75.42,10.00,1.00,10:1,233.15,,,248.92,75.42,,0,32
Random Search,20260607,30,rs_r30_006_tl62_dt19_ge10_qr63_tau73,62,19,10,0.63,0.73,145.92,78.41,10.00,1.00,10:1,139.78,,,145.92,78.41,,0,29
Random Search,20260607,31,rs_r31_001_tl98_dt60_ge35_qr76_tau73,98,60,35,0.76,0.73,221.92,88.05,10.00,1.00,10:1,209.75,,,221.92,88.05,,0,33
Random Search,20260607,31,rs_r31_002_tl3_dt209_ge37_qr47_tau83,3,209,37,0.47,0.83,257.92,87.92,10.00,1.00,10:1,242.47,,,257.92,87.92,,0,32
Random Search,20260607,31,rs_r31_003_tl46_dt40_ge15_qr62_tau85,46,40,15,0.62,0.85,0.00,69.48,10.00,1.00,10:1,6.32,,,0.00,69.48,,0,0
Random Search,20260607,31,rs_r31_004_tl8_dt87_ge8_qr48_tau75,8,87,8,0.48,0.75,270.92,81.69,10.00,1.00,10:1,253.72,,,270.92,81.69,,0,67
Random Search,20260607,31,rs_r31_005_tl29_dt171_ge34_qr89_tau83,29,171,34,0.89,0.83,195.92,78.72,10.00,1.00,10:1,185.26,,,195.92,78.72,,0,31
Random Search,20260607,31,rs_r31_006_tl105_dt156_ge25_qr71_tau72,105,156,25,0.71,0.72,356.92,80.96,10.00,1.00,10:1,331.83,,,356.92,80.96,,0,48
Random Search,20260607,32,rs_r32_001_tl13_dt73_ge39_qr64_tau76,13,73,39,0.64,0.76,108.92,87.68,10.00,1.00,10:1,106.99,,,108.92,87.68,,0,22
Random Search,20260607,32,rs_r32_002_tl66_dt166_ge28_qr94_tau71,66,166,28,0.94,0.71,290.92,74.86,10.00,1.00,10:1,271.28,,,290.92,74.86,,0,40
Random Search,20260607,32,rs_r32_003_tl46_dt87_ge37_qr74_tau72,46,87,37,0.74,0.72,0.00,86.20,10.00,1.00,10:1,7.84,,,0.00,86.20,,0,0
Random Search,20260607,32,rs_r32_004_tl106_dt236_ge28_qr13_tau77,106,236,28,0.13,0.77,145.92,86.88,10.00,1.00,10:1,140.55,,,145.92,86.88,,1,30
Random Search,20260607,32,rs_r32_005_tl34_dt241_ge12_qr65_tau89,34,241,12,0.65,0.89,302.92,87.70,10.00,1.00,10:1,283.35,,,302.92,87.70,,0,62
Random Search,20260607,32,rs_r32_006_tl68_dt107_ge43_qr29_tau80,68,107,43,0.29,0.8,287.92,85.90,10.00,1.00,10:1,269.55,,,287.92,85.90,,1,32
Random Search,20260607,33,rs_r33_001_tl116_dt41_ge42_qr80_tau72,116,41,42,0.8,0.72,110.92,82.66,10.00,1.00,10:1,108.35,,,110.92,82.66,,0,20
Random Search,20260607,33,rs_r33_002_tl15_dt179_ge34_qr56_tau71,15,179,34,0.56,0.71,177.92,79.26,10.00,1.00,10:1,168.95,,,177.92,79.26,,0,29
Random Search,20260607,33,rs_r33_003_tl80_dt121_ge34_qr28_tau86,80,121,34,0.28,0.86,319.92,88.95,10.00,1.00,10:1,298.92,,,319.92,88.95,,1,39
Random Search,20260607,33,rs_r33_004_tl68_dt50_ge26_qr96_tau73,68,50,26,0.96,0.73,193.92,78.75,10.00,1.00,10:1,183.45,,,193.92,78.75,,0,32
Random Search,20260607,33,rs_r33_005_tl35_dt20_ge48_qr87_tau85,35,20,48,0.87,0.85,145.92,77.22,10.00,1.00,10:1,139.67,,,145.92,77.22,,0,17
Random Search,20260607,33,rs_r33_006_tl91_dt45_ge20_qr71_tau72,91,45,20,0.71,0.72,297.92,92.38,10.00,1.00,10:1,279.23,,,297.92,92.38,,0,45
Random Search,20260607,34,rs_r34_001_tl35_dt154_ge29_qr32_tau90,35,154,29,0.32,0.9,257.92,77.48,10.00,1.00,10:1,241.52,,,257.92,77.48,,0,39
Random Search,20260607,34,rs_r34_002_tl43_dt61_ge36_qr47_tau87,43,61,36,0.47,0.87,0.00,78.66,10.00,1.00,10:1,7.15,,,0.00,78.66,,0,0
Random Search,20260607,34,rs_r34_003_tl36_dt62_ge8_qr41_tau81,36,62,8,0.41,0.81,291.92,95.62,10.00,1.00,10:1,274.07,,,291.92,95.62,,0,70
Random Search,20260607,34,rs_r34_004_tl45_dt196_ge14_qr27_tau78,45,196,14,0.27,0.78,377.92,92.57,10.00,1.00,10:1,351.98,,,377.92,92.57,,1,68
Random Search,20260607,34,rs_r34_005_tl97_dt238_ge13_qr30_tau77,97,238,13,0.3,0.77,247.92,91.44,10.00,1.00,10:1,233.69,,,247.92,91.44,,1,53
Random Search,20260607,34,rs_r34_006_tl89_dt111_ge36_qr5_tau74,89,111,36,0.05,0.74,256.92,100.64,10.00,1.00,10:1,242.71,,,256.92,100.64,,1,34
Random Search,20260607,35,rs_r35_001_tl56_dt232_ge10_qr91_tau90,56,232,10,0.91,0.9,368.92,84.26,10.00,1.00,10:1,343.04,,,368.92,84.26,,0,75
Random Search,20260607,35,rs_r35_002_tl111_dt52_ge38_qr69_tau76,111,52,38,0.69,0.76,165.92,83.12,10.00,1.00,10:1,158.39,,,165.92,83.12,,0,27
Random Search,20260607,35,rs_r35_003_tl48_dt75_ge49_qr1_tau90,48,75,49,0.01,0.9,195.92,81.37,10.00,1.00,10:1,185.51,,,195.92,81.37,,1,27
Random Search,20260607,35,rs_r35_004_tl105_dt150_ge21_qr58_tau70,105,150,21,0.58,0.7,373.92,85.87,10.00,1.00,10:1,347.73,,,373.92,85.87,,0,57
Random Search,20260607,35,rs_r35_005_tl86_dt86_ge28_qr48_tau86,86,86,28,0.48,0.86,315.92,80.77,10.00,1.00,10:1,294.54,,,315.92,80.77,,0,41
Random Search,20260607,35,rs_r35_006_tl58_dt235_ge5_qr28_tau86,58,235,5,0.28,0.86,306.92,106.99,10.00,1.00,10:1,288.74,,,306.92,106.99,,1,83
Random Search,20260607,36,rs_r36_001_tl50_dt47_ge26_qr73_tau72,50,47,26,0.73,0.72,187.92,81.79,10.00,1.00,10:1,178.27,,,187.92,81.79,,0,33
Random Search,20260607,36,rs_r36_002_tl78_dt125_ge44_qr68_tau81,78,125,44,0.68,0.81,369.92,82.38,10.00,1.00,10:1,343.78,,,369.92,82.38,,0,37
Random Search,20260607,36,rs_r36_003_tl17_dt111_ge15_qr35_tau77,17,111,15,0.35,0.77,283.92,78.50,10.00,1.00,10:1,265.25,,,283.92,78.50,,0,55
Random Search,20260607,36,rs_r36_004_tl90_dt225_ge11_qr33_tau89,90,225,11,0.33,0.89,0.00,83.49,10.00,1.00,10:1,7.59,,,0.00,83.49,,0,0
Random Search,20260607,36,rs_r36_005_tl79_dt192_ge20_qr47_tau80,79,192,20,0.47,0.8,342.92,89.40,10.00,1.00,10:1,319.87,,,342.92,89.40,,0,56
Random Search,20260607,36,rs_r36_006_tl5_dt21_ge47_qr98_tau79,5,21,47,0.98,0.79,158.92,75.64,10.00,1.00,10:1,151.35,,,158.92,75.64,,0,17
Random Search,20260607,37,rs_r37_001_tl85_dt202_ge40_qr82_tau84,85,202,40,0.82,0.84,311.92,84.76,10.00,1.00,10:1,291.27,,,311.92,84.76,,0,35
Random Search,20260607,37,rs_r37_002_tl23_dt43_ge27_qr100_tau88,23,43,27,1.0,0.88,171.92,82.34,10.00,1.00,10:1,163.78,,,171.92,82.34,,0,32
Random Search,20260607,37,rs_r37_003_tl30_dt16_ge0_qr94_tau70,30,16,0,0.94,0.7,157.92,86.72,10.00,1.00,10:1,151.45,,,157.92,86.72,,0,40
Random Search,20260607,37,rs_r37_004_tl46_dt133_ge42_qr61_tau70,46,133,42,0.61,0.7,281.92,79.19,10.00,1.00,10:1,263.49,,,281.92,79.19,,0,31
Random Search,20260607,37,rs_r37_005_tl67_dt55_ge41_qr9_tau84,67,55,41,0.09,0.84,147.92,91.26,10.00,1.00,10:1,142.77,,,147.92,91.26,,1,25
Random Search,20260607,37,rs_r37_006_tl113_dt41_ge44_qr35_tau73,113,41,44,0.35,0.73,0.00,90.34,10.00,1.00,10:1,8.21,,,0.00,90.34,,0,0
Random Search,20260607,38,rs_r38_001_tl113_dt142_ge44_qr37_tau89,113,142,44,0.37,0.89,248.92,80.57,10.00,1.00,10:1,233.62,,,248.92,80.57,,0,29
Random Search,20260607,38,rs_r38_002_tl100_dt217_ge2_qr0_tau78,100,217,2,0.0,0.78,330.92,101.97,10.00,1.00,10:1,310.11,,,330.92,101.97,,1,100
Random Search,20260607,38,rs_r38_003_tl86_dt104_ge7_qr52_tau85,86,104,7,0.52,0.85,325.92,91.35,10.00,1.00,10:1,304.60,,,325.92,91.35,,0,79
Random Search,20260607,38,rs_r38_004_tl115_dt45_ge48_qr71_tau84,115,45,48,0.71,0.84,127.92,90.57,10.00,1.00,10:1,124.52,,,127.92,90.57,,0,19
Random Search,20260607,38,rs_r38_005_tl62_dt224_ge47_qr45_tau72,62,224,47,0.45,0.72,258.92,82.01,10.00,1.00,10:1,242.84,,,258.92,82.01,,0,29
Random Search,20260607,38,rs_r38_006_tl24_dt48_ge10_qr95_tau70,24,48,10,0.95,0.7,187.92,84.29,10.00,1.00,10:1,178.50,,,187.92,84.29,,0,49
Random Search,20260607,39,rs_r39_001_tl117_dt41_ge33_qr93_tau89,117,41,33,0.93,0.89,110.92,81.92,10.00,1.00,10:1,108.28,,,110.92,81.92,,0,25
Random Search,20260607,39,rs_r39_002_tl93_dt83_ge11_qr52_tau74,93,83,11,0.52,0.74,382.92,98.80,10.00,1.00,10:1,357.09,,,382.92,98.80,,0,73
Random Search,20260607,39,rs_r39_003_tl107_dt11_ge1_qr99_tau85,107,11,1,0.99,0.85,0.00,79.91,10.00,1.00,10:1,7.26,,,0.00,79.91,,0,0
Random Search,20260607,39,rs_r39_004_tl121_dt94_ge41_qr78_tau86,121,94,41,0.78,0.86,137.92,77.60,10.00,1.00,10:1,132.44,,,137.92,77.60,,0,26
Random Search,20260607,39,rs_r39_005_tl98_dt24_ge26_qr41_tau87,98,24,26,0.41,0.87,167.92,75.98,10.00,1.00,10:1,159.56,,,167.92,75.98,,0,27
Random Search,20260607,39,rs_r39_006_tl62_dt186_ge30_qr74_tau84,62,186,30,0.74,0.84,286.92,75.40,10.00,1.00,10:1,267.69,,,286.92,75.40,,0,40
Random Search,20260607,40,rs_r40_001_tl53_dt89_ge20_qr64_tau77,53,89,20,0.64,0.77,350.92,93.20,10.00,1.00,10:1,327.49,,,350.92,93.20,,0,54
Random Search,20260607,40,rs_r40_002_tl82_dt45_ge48_qr27_tau87,82,45,48,0.27,0.87,95.92,90.97,10.00,1.00,10:1,95.47,,,95.92,90.97,,1,20
Random Search,20260607,40,rs_r40_003_tl38_dt142_ge34_qr29_tau76,38,142,34,0.29,0.76,302.92,84.76,10.00,1.00,10:1,283.09,,,302.92,84.76,,1,38
Random Search,20260607,40,rs_r40_004_tl72_dt111_ge1_qr98_tau80,72,111,1,0.98,0.8,371.92,98.85,10.00,1.00,10:1,347.10,,,371.92,98.85,,0,119
Random Search,20260607,40,rs_r40_005_tl63_dt97_ge24_qr31_tau74,63,97,24,0.31,0.74,314.92,79.04,10.00,1.00,10:1,293.48,,,314.92,79.04,,0,46
Random Search,20260607,40,rs_r40_006_tl15_dt182_ge39_qr10_tau76,15,182,39,0.1,0.76,177.92,80.36,10.00,1.00,10:1,169.05,,,177.92,80.36,,1,30
Random Search,20260607,41,rs_r41_001_tl24_dt43_ge32_qr48_tau90,24,43,32,0.48,0.9,109.92,82.94,10.00,1.00,10:1,107.47,,,109.92,82.94,,0,26
Random Search,20260607,41,rs_r41_002_tl35_dt37_ge1_qr52_tau74,35,37,1,0.52,0.74,168.92,76.38,10.00,1.00,10:1,160.51,,,168.92,76.38,,0,61
Random Search,20260607,41,rs_r41_003_tl104_dt45_ge13_qr60_tau70,104,45,13,0.6,0.7,237.92,97.12,10.00,1.00,10:1,225.12,,,237.92,97.12,,0,47
Random Search,20260607,41,rs_r41_004_tl47_dt70_ge34_qr94_tau87,47,70,34,0.94,0.87,204.92,74.47,10.00,1.00,10:1,193.06,,,204.92,74.47,,0,29
Random Search,20260607,41,rs_r41_005_tl28_dt196_ge30_qr20_tau72,28,196,30,0.2,0.72,319.92,84.81,10.00,1.00,10:1,298.55,,,319.92,84.81,,1,41
Random Search,20260607,41,rs_r41_006_tl71_dt196_ge40_qr46_tau76,71,196,40,0.46,0.76,311.92,84.76,10.00,1.00,10:1,291.27,,,311.92,84.76,,0,35
Random Search,20260607,42,rs_r42_001_tl31_dt54_ge10_qr46_tau77,31,54,10,0.46,0.77,177.92,87.52,10.00,1.00,10:1,169.70,,,177.92,87.52,,0,50
Random Search,20260607,42,rs_r42_002_tl109_dt206_ge0_qr99_tau70,109,206,0,0.99,0.7,286.92,94.08,10.00,1.00,10:1,269.39,,,286.92,94.08,,0,107
Random Search,20260607,42,rs_r42_003_tl5_dt118_ge48_qr45_tau86,5,118,48,0.45,0.86,146.92,90.84,10.00,1.00,10:1,141.82,,,146.92,90.84,,0,25
Random Search,20260607,42,rs_r42_004_tl97_dt43_ge18_qr5_tau72,97,43,18,0.05,0.72,274.92,102.06,10.00,1.00,10:1,259.21,,,274.92,102.06,,1,47
Random Search,20260607,42,rs_r42_005_tl74_dt141_ge7_qr58_tau83,74,141,7,0.58,0.83,352.92,92.03,10.00,1.00,10:1,329.20,,,352.92,92.03,,0,81
Random Search,20260607,42,rs_r42_006_tl28_dt49_ge38_qr44_tau72,28,49,38,0.44,0.72,151.92,87.73,10.00,1.00,10:1,146.08,,,151.92,87.73,,0,24
Random Search,20260607,43,rs_r43_001_tl65_dt6_ge15_qr97_tau81,65,6,15,0.97,0.81,181.92,95.17,10.00,1.00,10:1,174.03,,,181.92,95.17,,0,20
Random Search,20260607,43,rs_r43_002_tl60_dt16_ge50_qr65_tau80,60,16,50,0.65,0.8,144.92,79.76,10.00,1.00,10:1,139.00,,,144.92,79.76,,0,17
Random Search,20260607,43,rs_r43_003_tl17_dt48_ge39_qr33_tau83,17,48,39,0.33,0.83,225.92,86.48,10.00,1.00,10:1,213.24,,,225.92,86.48,,0,30
Random Search,20260607,43,rs_r43_004_tl47_dt230_ge25_qr95_tau83,47,230,25,0.95,0.83,332.92,80.37,10.00,1.00,10:1,309.96,,,332.92,80.37,,0,46
Random Search,20260607,43,rs_r43_005_tl121_dt158_ge28_qr79_tau70,121,158,28,0.79,0.7,298.92,78.16,10.00,1.00,10:1,278.85,,,298.92,78.16,,0,42
Random Search,20260607,43,rs_r43_006_tl82_dt241_ge35_qr17_tau85,82,241,35,0.17,0.85,287.92,90.46,10.00,1.00,10:1,269.97,,,287.92,90.46,,1,38
Random Search,20260607,44,rs_r44_001_tl83_dt98_ge2_qr16_tau79,83,98,2,0.16,0.79,403.92,90.38,10.00,1.00,10:1,375.42,,,403.92,90.38,,1,114
Random Search,20260607,44,rs_r44_002_tl70_dt167_ge26_qr39_tau88,70,167,26,0.39,0.88,202.92,77.82,10.00,1.00,10:1,191.55,,,202.92,77.82,,0,36
Random Search,20260607,44,rs_r44_003_tl75_dt41_ge46_qr63_tau73,75,41,46,0.63,0.73,124.92,85.89,10.00,1.00,10:1,121.37,,,124.92,85.89,,0,20
Random Search,20260607,44,rs_r44_004_tl29_dt138_ge26_qr51_tau77,29,138,26,0.51,0.77,214.92,84.39,10.00,1.00,10:1,203.05,,,214.92,84.39,,0,40
Random Search,20260607,44,rs_r44_005_tl26_dt235_ge32_qr54_tau79,26,235,32,0.54,0.79,262.92,84.10,10.00,1.00,10:1,246.66,,,262.92,84.10,,0,36
Random Search,20260607,44,rs_r44_006_tl21_dt200_ge50_qr33_tau87,21,200,50,0.33,0.87,313.92,75.36,10.00,1.00,10:1,292.23,,,313.92,75.36,,0,31
Random Search,20260607,45,rs_r45_001_tl56_dt6_ge41_qr60_tau88,56,6,41,0.6,0.88,180.92,92.55,10.00,1.00,10:1,172.89,,,180.92,92.55,,0,18
Random Search,20260607,45,rs_r45_002_tl101_dt102_ge19_qr27_tau71,101,102,19,0.27,0.71,0.00,98.52,10.00,1.00,10:1,8.96,,,0.00,98.52,,0,0
Random Search,20260607,45,rs_r45_003_tl122_dt192_ge23_qr29_tau88,122,192,23,0.29,0.88,178.92,84.32,10.00,1.00,10:1,170.32,,,178.92,84.32,,1,39
Random Search,20260607,45,rs_r45_004_tl105_dt182_ge0_qr99_tau76,105,182,0,0.99,0.76,273.92,94.26,10.00,1.00,10:1,257.59,,,273.92,94.26,,0,102
Random Search,20260607,45,rs_r45_005_tl48_dt88_ge40_qr63_tau87,48,88,40,0.63,0.87,312.92,81.79,10.00,1.00,10:1,291.91,,,312.92,81.79,,0,35
Random Search,20260607,45,rs_r45_006_tl74_dt117_ge4_qr19_tau87,74,117,4,0.19,0.87,299.92,93.59,10.00,1.00,10:1,281.16,,,299.92,93.59,,1,85
Random Search,20260607,46,rs_r46_001_tl2_dt201_ge34_qr82_tau87,2,201,34,0.82,0.87,193.92,79.70,10.00,1.00,10:1,183.54,,,193.92,79.70,,0,30
Random Search,20260607,46,rs_r46_002_tl23_dt19_ge27_qr96_tau80,23,19,27,0.96,0.8,172.92,79.75,10.00,1.00,10:1,164.45,,,172.92,79.75,,0,23
Random Search,20260607,46,rs_r46_003_tl88_dt148_ge43_qr85_tau85,88,148,43,0.85,0.85,272.92,80.52,10.00,1.00,10:1,255.43,,,272.92,80.52,,0,33
Random Search,20260607,46,rs_r46_004_tl108_dt32_ge19_qr72_tau78,108,32,19,0.72,0.78,137.92,86.93,10.00,1.00,10:1,133.28,,,137.92,86.93,,0,31
Random Search,20260607,46,rs_r46_005_tl26_dt50_ge17_qr84_tau78,26,50,17,0.84,0.78,191.92,76.36,10.00,1.00,10:1,181.41,,,191.92,76.36,,0,40
Random Search,20260607,46,rs_r46_006_tl72_dt163_ge1_qr82_tau74,72,163,1,0.82,0.74,413.92,90.30,10.00,1.00,10:1,384.50,,,413.92,90.30,,0,124
Random Search,20260607,47,rs_r47_001_tl45_dt112_ge26_qr40_tau77,45,112,26,0.4,0.77,298.92,76.57,10.00,1.00,10:1,278.71,,,298.92,76.57,,0,44
Random Search,20260607,47,rs_r47_002_tl109_dt119_ge50_qr46_tau86,109,119,50,0.46,0.86,400.92,78.81,10.00,1.00,10:1,371.64,,,400.92,78.81,,0,34
Random Search,20260607,47,rs_r47_003_tl86_dt181_ge30_qr35_tau76,86,181,30,0.35,0.76,286.92,75.40,10.00,1.00,10:1,267.69,,,286.92,75.40,,0,40
Random Search,20260607,47,rs_r47_004_tl52_dt122_ge1_qr44_tau82,52,122,1,0.44,0.82,308.92,91.39,10.00,1.00,10:1,289.14,,,308.92,91.39,,0,102
Random Search,20260607,47,rs_r47_005_tl36_dt108_ge2_qr77_tau78,36,108,2,0.77,0.78,0.00,62.76,10.00,1.00,10:1,5.71,,,0.00,62.76,,0,0
Random Search,20260607,47,rs_r47_006_tl23_dt37_ge38_qr22_tau87,23,37,38,0.22,0.87,114.92,91.04,10.00,1.00,10:1,112.75,,,114.92,91.04,,1,21
Random Search,20260607,48,rs_r48_001_tl55_dt86_ge30_qr5_tau75,55,86,30,0.05,0.75,154.92,85.90,10.00,1.00,10:1,148.65,,,154.92,85.90,,1,32
Random Search,20260607,48,rs_r48_002_tl72_dt200_ge26_qr98_tau70,72,200,26,0.98,0.7,202.92,77.82,10.00,1.00,10:1,191.55,,,202.92,77.82,,0,36
Random Search,20260607,48,rs_r48_003_tl101_dt63_ge12_qr5_tau78,101,63,12,0.05,0.78,325.92,103.26,10.00,1.00,10:1,305.68,,,325.92,103.26,,1,61
Random Search,20260607,48,rs_r48_004_tl11_dt141_ge34_qr9_tau70,11,141,34,0.09,0.7,289.92,91.21,10.00,1.00,10:1,271.86,,,289.92,91.21,,1,36
Random Search,20260607,48,rs_r48_005_tl115_dt89_ge3_qr8_tau80,115,89,3,0.08,0.8,190.92,93.02,10.00,1.00,10:1,182.02,,,190.92,93.02,,1,72
Random Search,20260607,48,rs_r48_006_tl25_dt146_ge15_qr36_tau80,25,146,15,0.36,0.8,189.92,92.48,10.00,1.00,10:1,181.06,,,189.92,92.48,,0,47
Random Search,20260607,49,rs_r49_001_tl73_dt170_ge2_qr26_tau87,73,170,2,0.26,0.87,238.92,95.06,10.00,1.00,10:1,225.84,,,238.92,95.06,,1,86
Random Search,20260607,49,rs_r49_002_tl49_dt224_ge23_qr86_tau76,49,224,23,0.86,0.76,266.92,79.61,10.00,1.00,10:1,249.89,,,266.92,79.61,,0,46
Random Search,20260607,49,rs_r49_003_tl11_dt79_ge15_qr11_tau85,11,79,15,0.11,0.85,146.92,86.78,10.00,1.00,10:1,141.45,,,146.92,86.78,,1,39
Random Search,20260607,49,rs_r49_004_tl30_dt183_ge44_qr76_tau78,30,183,44,0.76,0.78,192.92,82.00,10.00,1.00,10:1,182.84,,,192.92,82.00,,0,25
Random Search,20260607,49,rs_r49_005_tl6_dt24_ge13_qr8_tau83,6,24,13,0.08,0.83,0.00,62.49,10.00,1.00,10:1,5.68,,,0.00,62.49,,0,0
Random Search,20260607,49,rs_r49_006_tl105_dt144_ge30_qr5_tau75,105,144,30,0.05,0.75,174.92,86.47,10.00,1.00,10:1,166.88,,,174.92,86.47,,1,31
Random Search,20260607,50,rs_r50_001_tl44_dt117_ge22_qr50_tau70,44,117,22,0.5,0.7,310.92,93.00,10.00,1.00,10:1,291.11,,,310.92,93.00,,0,51
Random Search,20260607,50,rs_r50_002_tl116_dt126_ge34_qr2_tau75,116,126,34,0.02,0.75,319.92,88.95,10.00,1.00,10:1,298.92,,,319.92,88.95,,1,39
Random Search,20260607,50,rs_r50_003_tl95_dt111_ge26_qr47_tau85,95,111,26,0.47,0.85,324.92,78.56,10.00,1.00,10:1,302.52,,,324.92,78.56,,0,44
Random Search,20260607,50,rs_r50_004_tl46_dt2_ge35_qr10_tau81,46,2,35,0.1,0.81,262.92,86.61,10.00,1.00,10:1,246.89,,,262.92,86.61,,1,17
